"id_barrier","id_links","type","pass_u","pass_d","num","den","index","index_bl","d_index","source","lon","lat","geometry"
60,132,"dam",0,0,22630.2789266498,1258924.19830348,0.0179758868382594,0.0179718200055911,0.0226289416818952,"1",-579062.431000002,-1086116.603,c(-579062.431000002, -1086116.603)
62,133,"dam",0,0,22626.5232941475,1258924.19830348,0.017972903630448,0.0179718200055911,0.00602957773097602,"1",-579085.416000001,-1083734.937,c(-579085.416000001, -1083734.937)
63,134,"dam",0,0,22626.4259138622,1258924.19830348,0.0179728262784633,0.0179718200055911,0.00559917065640001,"1",-579178.043000001,-1084183.588,c(-579178.043000001, -1084183.588)
64,135,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-578517.399999999,-1086775.048,c(-578517.399999999, -1086775.048)
65,136,"dam",0,0,22628.39424382,1258924.19830348,0.0179743897800311,0.0179718200055911,0.0142989104007401,"1",-578099.776999999,-1081259.458,c(-578099.776999999, -1081259.458)
66,137,"dam",0,0,22625.8925290184,1258924.19830348,0.0179724025954136,0.0179718200055911,0.00324168516173836,"1",-577964.477000002,-1080850.929,c(-577964.477000002, -1080850.929)
67,138,"dam",0,0,22631.9195505018,1258924.19830348,0.0179771900333637,0.0179718200055911,0.0298802668339861,"1",-577869.471000001,-1077609.443,c(-577869.471000001, -1077609.443)
68,139,"dam",0,0,22628.1598668064,1258924.19830348,0.0179742036075722,0.0179718200055911,0.0132629971829745,"1",-579380.853999998,-1085105.373,c(-579380.853999998, -1085105.373)
69,140,"dam",0,0,22625.7930967488,1258924.19830348,0.0179723236134782,0.0179718200055911,0.00280220860713556,"1",-578171.670000002,-1080017.03,c(-578171.670000002, -1080017.03)
70,141,"dam",0,0,22631.3679454582,1258924.19830348,0.0179767518774809,0.0179718200055911,0.0274422506357719,"1",-571197.760000002,-1087730.67,c(-571197.760000002, -1087730.67)
72,142,"dam",0,0,22661.2474402449,1258924.19830348,0.0180004860267068,0.0179718200055911,0.159505387360602,"1",-569440.888,-1088275.961,c(-569440.888, -1088275.961)
73,143,"dam",0,0,22658.9601933246,1258924.19830348,0.017998669200147,0.0179718200055911,0.149396079793177,"1",-575031.467,-1088106.747,c(-575031.467, -1088106.747)
74,144,"dam",0,0,22644.3346272173,1258924.19830348,0.0179870516888409,0.0179718200055911,0.0847531482344668,"1",-573156.923,-1088180.792,c(-573156.923, -1088180.792)
75,145,"dam",0,0,22627.246527315,1258924.19830348,0.017973478115527,0.0179718200055911,0.00922616593821342,"1",-570020.182999998,-1087822.803,c(-570020.182999998, -1087822.803)
76,146,"dam",0,0,22671.0738046059,1258924.19830348,0.0180082913928871,0.0179718200055911,0.202936526654827,"1",-565510.682,-1082909.62,c(-565510.682, -1082909.62)
77,147,"dam",0,0,22635.4002440857,1258924.19830348,0.0179799548492189,0.0179718200055911,0.0452644396908486,"1",-565233.603,-1082263.354,c(-565233.603, -1082263.354)
78,148,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-565839.159000002,-1083496.072,c(-565839.159000002, -1083496.072)
79,149,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-566923.769000001,-1086088.768,c(-566923.769000001, -1086088.768)
80,150,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-565111.600000001,-1101556.403,c(-565111.600000001, -1101556.403)
81,151,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-565846.640999999,-1098473.986,c(-565846.640999999, -1098473.986)
83,152,"dam",0,0,22837.5641836611,1258924.19830348,0.0181405395292559,0.0179718200055911,0.938800430965179,"1",-568032.101,-1092762.782,c(-568032.101, -1092762.782)
