"id_barrier","id_links","type","pass_u","pass_d","num","den","index","index_bl","d_index","source","lon","lat","geometry"
186,27,"dam",0,0,21511.0334890602,1154635.04297332,0.0186301581785243,0.0176411112863675,5.60648859417951,"1",-619293.186000001,-1200160.323,c(-619293.186000001, -1200160.323)
203,28,"dam",0,0,20387.3896150613,1154635.04297332,0.0176569988405698,0.0176411112863675,0.0900598264155717,"1",-623722.954,-1197448.525,c(-623722.954, -1197448.525)
204,29,"dam",0,0,20380.8465582874,1154635.04297332,0.0176513320657619,0.0176411112863675,0.0579372763339944,"1",-625214.855,-1197322.496,c(-625214.855, -1197322.496)
213,30,"dam",0,0,20371.9726291642,1154635.04297332,0.0176436465817839,0.0176411112863675,0.0143715176168293,"1",-628328.989999998,-1195659.11,c(-628328.989999998, -1195659.11)
241,31,"dam",0,0,20423.6686098209,1154635.04297332,0.0176884191538372,0.0176411112863675,0.268168295645682,"1",-644116.23,-1173345.72,c(-644116.23, -1173345.72)
242,32,"dam",0,0,20379.7818371228,1154635.04297332,0.0176504099378817,0.0176411112863675,0.0527101233202557,"1",-633610.739999998,-1174000.82,c(-633610.739999998, -1174000.82)
253,33,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-634672.859999999,-1173489.91,c(-634672.859999999, -1173489.91)
263,34,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-638363.940000001,-1174376.84,c(-638363.940000001, -1174376.84)
272,35,"dam",0,0,20384.0518355131,1154635.04297332,0.0176541080747227,0.0176411112863675,0.0736732972437407,"1",-637837.477000002,-1169550.317,c(-637837.477000002, -1169550.317)
279,36,"dam",0,0,20369.9598907806,1154635.04297332,0.0176419034003381,0.0176411112863675,0.00449015913854136,"1",-636171.879999999,-1170825.73,c(-636171.879999999, -1170825.73)
299,37,"dam",0,0,20374.0975522683,1154635.04297332,0.0176454869235586,0.0176411112863675,0.0248036369137411,"1",-649409.870000001,-1167773.77,c(-649409.870000001, -1167773.77)
307,38,"dam",0,0,20370.0155056526,1154635.04297332,0.0176419515669621,0.0176411112863675,0.00476319536186574,"1",-636180.260000002,-1170662.2,c(-636180.260000002, -1170662.2)
316,39,"dam",0,0,20399.3001876355,1154635.04297332,0.0176673142840917,0.0176411112863675,0.148533713657911,"1",-634883.949999999,-1171826.56,c(-634883.949999999, -1171826.56)
326,40,"dam",0,0,20414.2918984309,1154635.04297332,0.0176802982229446,0.0176411112863675,0.222134172507427,"1",-636867.829,-1173994.852,c(-636867.829, -1173994.852)
336,41,"dam",0,0,20372.7838925118,1154635.04297332,0.0176443491963049,0.0176411112863675,0.0183543422223756,"1",-650280.850000001,-1166894.144,c(-650280.850000001, -1166894.144)
346,42,"dam",0,0,20391.0805822908,1154635.04297332,0.0176601954932715,0.0176411112863675,0.108180298815311,"1",-648671.489999998,-1168743.54,c(-648671.489999998, -1168743.54)
355,43,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-645827.68,-1172800.8,c(-645827.68, -1172800.8)
365,44,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-641826.34,-1172803.444,c(-641826.34, -1172803.444)
375,45,"dam",0,0,20456.4885100796,1154635.04297332,0.0177168436334668,0.0176411112863675,0.429294650829455,"1",-640928.390000001,-1173165.115,c(-640928.390000001, -1173165.115)
386,46,"dam",0,0,20369.4709219452,1154635.04297332,0.0176414799168847,0.0176411112863675,0.00208961051909512,"1",-651099.289999999,-1166314.69,c(-651099.289999999, -1166314.69)
402,47,"dam",0,0,20441.1684617658,1154635.04297332,0.0177035753298526,0.0176411112863675,0.354082248397399,"1",-646131.699999999,-1172854.36,c(-646131.699999999, -1172854.36)
415,48,"dam",0,0,20405.3254144451,1154635.04297332,0.0176725325795578,0.0176411112863675,0.178114023998591,"1",-635364.539999999,-1173796.06,c(-635364.539999999, -1173796.06)
423,49,"dam",0,0,20369.0863302158,1154635.04297332,0.0176411468317841,0.0176411112863675,0.000201491935484868,"1",-626600.399999999,-1158111.68,c(-626600.399999999, -1158111.68)
429,50,"dam",0,0,20369.2443510542,1154635.04297332,0.0176412836896072,0.0176411112863675,0.000977281061359267,"1",-626501.809999999,-1158190.44,c(-626501.809999999, -1158190.44)
442,51,"dam",0,0,20402.262409834,1154635.04297332,0.0176698797892845,0.0176411112863675,0.16307647772258,"1",-626238.84,-1158719.6,c(-626238.84, -1158719.6)
443,52,"dam",0,0,20369.1193946682,1154635.04297332,0.0176411754680642,0.0176411112863675,0.00036381889769966,"1",-626191.559999999,-1157844.21,c(-626191.559999999, -1157844.21)
